cricsheet_match_id,source_url,source_title,legacy_sequence,coding_standard,reaudit_status,original_pitch_primary_category,original_batting_ease,original_pace_seam_support,original_spin_support,original_bounce_profile,original_two_paced_expected,original_dew_expected,reaudited_pitch_primary_category,reaudited_batting_ease,reaudited_pace_seam_support,reaudited_spin_support,reaudited_bounce_profile,reaudited_two_paced_expected,reaudited_dew_expected,reviewed_at_utc,reviewer_id,effect_evidence_note,review_note
1478902,https://economictimes.indiatimes.com/news/sports/aus-vs-sa-2nd-odi-great-barrier-reef-arena-weather-updates-pitch-report-of-australia-vs-south-africa-cricket-match/articleshow/123433652.cms,Australia vs South Africa 2nd ODI: Check Mackay pitch report and weather forecast,54,legacy_pre_explicit_source_only,passed_revised,batting_friendly,2,,,standard,,,batting_friendly,2,,,,,,2026-09-13T08:42:23Z,ai_assisted_reaudit_01,Source explicitly calls the pitch good for batting with an expected par of 280-290; no bounce profile is stated.,Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1448343,https://www.crictracker.com/cricket-previews/eng-vs-wi-2025-england-vs-west-indies-1st-odi-match-preview/,"ENG vs WI, 2025: England vs West Indies, 1st ODI Match Preview",55,legacy_pre_explicit_source_only,passed_unchanged,slow_two_paced,2,1,,,1,,slow_two_paced,2,1,,,1,,2026-09-13T08:42:23Z,ai_assisted_reaudit_01,Source explicitly describes a two-paced surface that has favoured batting and says old-ball reverse swing can make middle overs harder.,Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1443555,https://crickettimes.com/2025/04/nz-vs-pak-2025-2nd-odi-injury-update-pitch-report-and-seddon-park-stats-records/,"NZ vs PAK 2025, 2nd ODI: Injury Update, Pitch Report and Seddon Park Stats & Records",56,legacy_pre_explicit_source_only,passed_revised,batting_friendly,2,1,0,standard,,,batting_friendly,2,,,,,,2026-09-13T08:42:23Z,ai_assisted_reaudit_01,Source explicitly calls Seddon Park batting-friendly and easier later; generic early bowling help and grass were not converted to pace support.,Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1443554,https://www.insidesport.in/cricket/nz-vs-pak-1st-odi-pitch-report-how-will-the-mclean-park-surface-behave-in-napier/,NZ vs PAK 1st ODI pitch report: How will the McLean Park surface behave in Napier?,57,legacy_pre_explicit_source_only,passed_revised,balanced,1,2,0,standard,,,balanced,1,2,,,,,2026-09-13T08:42:23Z,ai_assisted_reaudit_01,Source calls McLean Park balanced and a good batting surface while explicitly expecting substantial early movement and swing for fast bowlers.,Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1466427,https://indianexpress.com/article/sports/cricket/sa-vs-nz-pitch-weather-report-semi-final-champions-trophy-2025-match-9868158/,"SA vs NZ Pitch-Weather Report, Semi-Final Champions Trophy 2025: What to expect in Lahore for South Africa vs New Zealand match?",58,legacy_pre_explicit_source_only,passed_revised,batting_friendly,2,0,0,standard,,,batting_friendly,2,,,,,,2026-09-13T08:42:23Z,ai_assisted_reaudit_01,Source says recent Lahore surfaces were batting-conducive and likely to retain those traits; no bowling or bounce effects are stated.,Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1466426,https://www.livemint.com/sports/cricket-news/champions-trophy-2025-india-vs-australia-semifinal-weather-prediction-today-s-ind-vs-aus-match-dubai-pitch-report-11741065171673.html,"Champions Trophy 2025: India vs Australia semifinal today; pitch report, Dubai weather predictions and more",59,legacy_pre_explicit_source_only,passed_revised,slow_two_paced,1,1,2,standard,1,0,balanced,1,1,2,standard,1,,2026-09-13T08:42:23Z,ai_assisted_reaudit_01,"Source calls Dubai balanced with good pace and bounce, expects early swing help, and says the surface slows to favour spin in the middle overs.",Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1466425,https://www.business-standard.com/cricket/champions-trophy/champions-trophy-ind-vs-nz-pitch-report-and-key-stats-of-dubai-stadium-125030100284_1.html,Champions Trophy IND vs NZ: Pitch report and key stats of Dubai Stadium,60,legacy_pre_explicit_source_only,passed_revised,spin,1,1,2,standard,1,,spin,1,,2,,,,2026-09-13T08:42:23Z,ai_assisted_reaudit_01,Current-pitch analyst report says the pitch will help spinners early and come on better under lights; historical pacer wickets were not converted.,Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1466419,https://indianexpress.com/article/sports/cricket/bangladesh-vs-new-zealand-champions-trophy-2025-weather-pitch-9851883/,"Bangladesh vs New Zealand, Champions Trophy 2025: Weather update, predicted XI, squads and other details",61,legacy_pre_explicit_source_only,passed_revised,batting_friendly,2,1,0,standard,,,batting_friendly,2,1,,,,,2026-09-13T08:42:23Z,ai_assisted_reaudit_01,"Source explicitly expects a high-scoring pitch, some early seamer assistance, and increasingly favourable batting; no spin or bounce effect is stated.",Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1466418,https://economictimes.indiatimes.com/news/sports/ind-vs-pak-pitch-report-champions-trophy-2025-india-vs-pakistan-match-dubai-international-cricket-stadium-pitch-and-weather-today/articleshow/118497966.cms,India vs Pakistan Pitch Report: Spin to win and will rain play spoilsport? Here’s Dubai pitch conditions and weather forecast,62,legacy_pre_explicit_source_only,passed_unchanged,slow_two_paced,1,1,2,,1,0,slow_two_paced,1,1,2,,1,0,2026-09-13T08:42:23Z,ai_assisted_reaudit_01,"Source expects a slowing, sluggish pitch, early seam movement, later turn and spin influence, and no significant dew.",Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1466417,https://www.indiatoday.in/sports/cricket/story/champions-trophy-cricket-australia-vs-england-aus-vs-eng-lahore-pitch-report-playing-xi-2683625-2025-02-21,"Australia vs England, all you need to know: Lahore pitch report, playing XI",63,legacy_pre_explicit_source_only,passed_revised,batting_friendly,2,0,2,standard,,,batting_friendly,2,,2,,,,2026-09-13T08:42:23Z,ai_assisted_reaudit_01,Source expects batters to have a great time in both innings and good spinner assistance; no pace or bounce effect is stated.,Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1466415,https://www.business-standard.com/cricket/champions-trophy/champions-trophy-ind-vs-ban-pitch-report-and-key-stats-of-dubai-stadium-125021900679_1.html,Champions Trophy IND vs BAN: Pitch report and key stats of Dubai Stadium,64,legacy_pre_explicit_source_only,passed_revised,balanced,1,2,1,standard,1,1,balanced,1,2,1,,,1,2026-09-13T08:42:23Z,ai_assisted_reaudit_01,"Source expects early seam for fast bowlers, easier later batting, possible middle-over spin impact, and match-relevant dew; no two-paced or bounce profile is stated.",Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1467702,https://www.mykhel.com/cricket/zim-vs-ire-playing-11-2nd-odi-zimbabwe-vs-ireland-probable-xi-preview-weather-and-pitch-report-341182.html,"ZIM vs IRE Playing 11, 2nd ODI: Zimbabwe vs Ireland Probable XI, Preview, Weather & Pitch Report",65,legacy_pre_explicit_source_only,passed_unchanged,slow_two_paced,0,1,2,standard,1,,slow_two_paced,0,1,2,standard,1,,2026-09-13T08:42:23Z,ai_assisted_reaudit_01,"Source describes slow, increasingly sluggish batting conditions, explicit seam movement, considerable spin assistance, and decent bounce.",Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1469168,https://www.mykhel.com/cricket/sl-vs-aus-playing-11-2nd-odi-sri-lanka-vs-australia-probable-playing-xi-preview-weather-and-pitch-report-340956.html,"SL vs AUS Playing 11, 2nd ODI: Sri Lanka vs Australia Probable Playing XI, Preview, Weather and Pitch Report",66,legacy_pre_explicit_source_only,passed_revised,spin,1,0,2,standard,1,,spin,1,,2,,1,,2026-09-13T08:42:23Z,ai_assisted_reaudit_01,"Source says the pitch assists spin, will slow as play progresses, and offers batters some initial assistance; it does not state pace support or a codable bounce profile.",Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1459908,https://www.mykhel.com/cricket/sl-vs-aus-playing-11-1st-odi-sri-lanka-vs-australia-probable-playing-xi-preview-weather-pitch-340463.html,"SL vs AUS Playing 11, 1st ODI: Sri Lanka vs Australia Probable Playing XI, Preview, Weather & Pitch Report",67,legacy_pre_explicit_source_only,passed_revised,spin,1,0,2,standard,1,,spin,1,,2,,,,2026-09-13T08:42:23Z,ai_assisted_reaudit_01,Source expects early batting-friendly conditions and later turn and bounce favouring spin; it does not state pace support or slowing behavior.,Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1439906,https://www.business-standard.com/cricket/news/ind-vs-eng-3rd-odi-pitch-report-and-key-stats-of-narendra-modi-stadium-125021100722_1.html,IND vs ENG 3rd ODI: Pitch report and key stats of Narendra Modi Stadium,68,legacy_pre_explicit_source_only,passed_revised,slow_two_paced,1,1,1,variable,1,,slow_two_paced,1,,,,1,1,2026-09-13T08:42:23Z,ai_assisted_reaudit_01,"On-site analyst says the reused strip played slowly first and better second, may remain hard for newcomers, and has a material dew concern; cracks were not converted.",Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1442221,https://www.mykhel.com/cricket/new-zealand-vs-south-africa-weather-and-pitch-report-2nd-odi-gaddafi-stadium-lahore-conditions-for-nz-vs-sa-tri-series-in-pakistan-339940.html,"New Zealand vs South Africa Weather & Pitch Report, 2nd ODI: Gaddafi Stadium, Lahore Conditions for NZ vs SA Tri-Series in Pakistan",69,legacy_pre_explicit_source_only,passed_unchanged,batting_friendly,2,0,1,standard,1,1,batting_friendly,2,0,1,standard,1,1,2026-09-13T08:42:23Z,ai_assisted_reaudit_01,"Source expects a flat high-scoring pitch with consistent bounce, minimal seam, later spin/slowdown, and dew affecting grip.",Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1439905,https://www.mykhel.com/cricket/india-vs-england-2nd-odi-ind-vs-eng-pitch-and-weather-forecast-barabati-stadium-report-339857.html,India vs England 2nd ODI: IND vs ENG Pitch and Weather Forecast - Barabati Stadium Report,70,legacy_pre_explicit_source_only,passed_revised,spin,0,1,2,low,1,1,spin,0,,2,low,1,1,2026-09-13T08:42:23Z,ai_assisted_reaudit_01,"Source states slow low-bounce spin-friendly conditions, difficult scoring, and significant evening dew; generic bowler help was not assigned to pace.",Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1439904,https://economictimes.indiatimes.com/news/sports/ind-vs-eng-1st-odi-pitch-report-playing-conditions-in-nagpur-what-to-expect/articleshow/117971571.cms,Ind vs Eng 1st ODI pitch report: Playing conditions in Nagpur & what to expect,71,legacy_pre_explicit_source_only,passed_revised,batting_friendly,2,1,1,standard,,1,batting_friendly,2,,1,standard,,,2026-09-13T08:42:23Z,ai_assisted_reaudit_01,Source expects consistent pace and bounce favourable to stroke play and some turn for spinners; it does not state pace-bowler help or dew.,Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1443547,https://crickettimes.com/2025/01/nz-vs-sl-hamilton-weather-forecast-for-the-2nd-odi-pitch-report-seddon-park-odi-stats-and-records-new-zealand-vs-sri-lanka-2024-25/,"NZ vs SL: Hamilton weather forecast for the 2nd ODI, Pitch Report, Seddon Park ODI Stats and Records | New Zealand vs Sri Lanka 2024-25",72,legacy_pre_explicit_source_only,passed_unchanged,balanced,1,2,1,standard,,,balanced,1,2,1,standard,,,2026-09-13T08:42:23Z,ai_assisted_reaudit_01,"Source calls Seddon Park balanced with true consistent bounce, early fast-bowler assistance, and possible later spin involvement.",Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1432214,https://www.mykhel.com/cricket/south-africa-vs-pakistan-weather-report-1st-odi-boland-park-pitch-report-and-weather-forecast-on-december-17-327396.html,"South Africa vs Pakistan Weather Report, 1st ODI: Boland Park Pitch Report and Weather Forecast on December 17",73,legacy_pre_explicit_source_only,passed_unchanged,slow_two_paced,0,1,2,standard,1,,slow_two_paced,0,1,2,standard,1,,2026-09-13T08:42:23Z,ai_assisted_reaudit_01,"Source explicitly expects slow difficult scoring, effective pace variations and spin, moderate bounce, and further slowing under lights.",Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1433381,https://www.insidesport.in/cricket/bangladesh-vs-west-indies-warner-park-pitch-report-stats-ahead-of-ban-vs-wi-2nd-odi/,Bangladesh vs West Indies: Warner Park Pitch Report & Stats ahead of BAN vs WI 2nd ODI,74,legacy_pre_explicit_source_only,passed_revised,slow_two_paced,0,2,2,variable,1,,slow_two_paced,0,2,2,,1,,2026-09-13T08:42:23Z,ai_assisted_reaudit_01,"Source expects a sticky surface with seam movement, difficult stroke-making, and steady turn making spinners crucial; variable bounce is not stated.",Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1426551,https://cricketaddictor.com/cricket-news/aus-vs-pak-weather-report-and-pitch-report-of-perth-stadium-3rd-odi-pakistan-tour-of-australia-2024/,"AUS vs PAK Weather Report And Pitch Report Of Perth Stadium – 3rd ODI, Pakistan tour of Australia 2024",75,legacy_pre_explicit_source_only,passed_revised,pace_seam,0,2,0,standard,,,pace_seam,0,2,,,,,2026-09-13T08:42:23Z,ai_assisted_reaudit_01,Source frames Perth as pacer-friendly and potentially low-scoring; venue history is not used to assert spin or bounce effects.,Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1433372,https://www.mykhel.com/cricket/wi-vs-eng-3rd-odi-preview-west-indies-and-england-weather-pitch-report-key-players-injury-updates-318378.html,"WI vs ENG 3rd ODI Preview: West Indies and England Weather & Pitch Report, Key Players, Injury Update, Squad, Other Details",76,legacy_pre_explicit_source_only,passed_revised,balanced,1,2,1,standard,,1,balanced,1,2,1,,,,2026-09-13T15:42:03Z,ai_assisted_reaudit_01,"Source calls Kensington Oval balanced, expects early seam movement for fast bowlers, easier later batting, and some middle-over turn; dew is only a generic possibility.",Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1442992,https://www.mykhel.com/cricket/ind-vs-sl-3rd-odi-r-premadasa-cricket-stadium-pitch-report-and-colombo-weather-forecast-298947.html,IND vs SL 3rd ODI: R Premadasa Cricket Stadium Pitch Report and Colombo Weather Forecast,77,legacy_pre_explicit_source_only,passed_revised,spin,0,1,2,variable,1,,spin,,1,2,,,,2026-09-13T15:42:03Z,ai_assisted_reaudit_01,Source review says spinners receive substantial help and pacers can strike early; prior-match cracks and outcome-based scoring were not converted to target effects.,Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1442991,https://economictimes.indiatimes.com/news/sports/india-vs-sri-lanka-pitch-report-2nd-odi-r-premadasa-stadium-columbo-weather-ind-vs-sl-2nd-odi-live-streaming-timing-win-predictor/articleshow/112259141.cms,"India vs Sri Lanka 2nd ODI: Pitch report, Colombo weather, live streaming, match timing and Rohit Sharma's new plan",78,legacy_pre_explicit_source_only,passed_revised,spin,0,0,2,standard,1,,spin,,,2,,1,,2026-09-13T15:42:03Z,ai_assisted_reaudit_01,Source explicitly frames the target as sluggish and likely conducive to spin; prior-match wickets and generic surface assumptions were not converted.,Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1419829,https://hindi.oneindia.com/news/sports/cricket/bangladesh-vs-sri-lanka-3rd-odi-pitch-and-weather-report-ban-vs-sl-head-to-head-record-900015.html,"BAN vs SL, 3rd ODI: Bangladesh–Sri Lanka pitch and weather report",79,legacy_pre_explicit_source_only,passed_revised,spin,0,0,2,standard,1,,spin,0,,2,,,,2026-09-13T15:42:03Z,ai_assisted_reaudit_01,Hindi source says the pitch is highly supportive of spin and that batting becomes difficult in the middle overs.,Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1419828,https://hindi.oneindia.com/news/sports/cricket/bangladesh-vs-sri-lanka-2nd-odi-pitch-and-weather-report-zahur-ahmed-chowdhury-stadium-chattogram-898387.html,"BAN vs SL, 2nd ODI: Bangladesh–Sri Lanka pitch and weather report",80,legacy_pre_explicit_source_only,passed_revised,spin,0,0,2,variable,1,,spin,0,,2,variable,,,2026-09-13T15:42:03Z,ai_assisted_reaudit_01,Hindi source explicitly calls it a spin track with uneven bounce that can trouble batters.,Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1387601,https://www.mykhel.com/cricket/india-vs-south-africa-2nd-odi-st-georges-park-gqeberha-pitch-report-weather-forecast-records-252075.html,"India vs South Africa 2nd ODI: St George's Park Gqeberha Pitch Report, Weather Forecast & Records",81,legacy_pre_explicit_source_only,passed_revised,balanced,1,1,1,standard,,,unknown,,,,,,,2026-09-13T15:42:03Z,ai_assisted_reaudit_01,"Source provides only retrospective venue scoring and wicket-type history, not a source-stated expected effect for the focal pitch.",Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1384439,https://www.mykhel.com/cricket/narendra-modi-stadium-ahmedabad-pitch-report-weather-forecast-for-ind-vs-aus-world-cup-2023-final-246105.html,"Narendra Modi Stadium, Ahmedabad Pitch Report & Weather Forecast for IND vs AUS ICC ODI World Cup 2023 Final",82,legacy_pre_explicit_source_only,passed_revised,slow_two_paced,1,1,2,standard,1,1,slow_two_paced,1,1,2,,1,1,2026-09-13T15:42:03Z,ai_assisted_reaudit_01,"Source expects a used surface to slow, while new-ball bowlers and middle-over spin receive help, and explicitly forecasts dew.",Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1384438,https://www.sportingnews.com/in/cricket/news/australia-south-africa-how-has-eden-gardens-pitch-played-world-cup-2023/495b888f41e0f531e3d82763,Australia vs South Africa: How has the Eden Gardens pitch played in World Cup 2023?,83,legacy_pre_explicit_source_only,passed_revised,slow_two_paced,0,2,2,standard,1,,unknown,,,,,,,2026-09-13T15:42:03Z,ai_assisted_reaudit_01,Source reports only how Eden Gardens played in prior tournament matches and does not explicitly forecast a focal-match playing effect.,Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1384437,https://www.livemint.com/sports/cricket-news/india-v-new-zealand-semifinal-preview-world-cup-2023-predicted-xi-pitch-report-where-to-watch/amp-11699989807751.html,"India v New Zealand Semifinal Preview, World Cup 2023: Predicted XI, pitch report, where to watch",84,legacy_pre_explicit_source_only,passed_revised,balanced,1,1,1,standard,,,balanced,,,1,,,,2026-09-13T15:42:03Z,ai_assisted_reaudit_01,"Source explicitly calls the Wankhede track balanced, likely unchanged through the match, with some spinner assistance; it states no pace, batting, or bounce effect.",Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1384436,https://www.mykhel.com/cricket/m-chinnaswamy-stadium-bengaluru-pitch-report-weather-forecast-for-ind-vs-ned-icc-world-cup-2023-244867.html,"M Chinnaswamy Stadium, Bengaluru Pitch Report & Weather Forecast for IND vs NED ICC ODI World Cup 2023 Match 45",85,legacy_pre_explicit_source_only,passed_revised,batting_friendly,2,1,1,standard,,1,batting_friendly,2,1,1,,,1,2026-09-13T15:42:03Z,ai_assisted_reaudit_01,"Source identifies a batter-friendly venue, possible early pacer and later spinner help, and a chance of later dew; no bounce profile is stated.",Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1384435,https://www.mykhel.com/cricket/eden-gardens-kolkata-pitch-report-weather-forecast-for-eng-vs-pak-icc-odi-world-cup-2023-match-44-244735.html,"Eden Gardens, Kolkata Pitch Report & Weather Forecast For ENG vs PAK ICC ODI World Cup 2023 Match 44",86,legacy_pre_explicit_source_only,passed_revised,slow_two_paced,1,2,2,standard,1,1,balanced,1,2,2,,1,1,2026-09-13T15:42:03Z,ai_assisted_reaudit_01,"Source expects a fresh sporting wicket, early quick-bowler help, later spin as surfaces slow, and dew in the chase; it does not state a bounce profile.",Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1384434,https://www.mykhel.com/cricket/mca-stadium-pune-pitch-report-weather-forecast-for-aus-vs-ban-icc-odi-world-cup-2023-match-43-244707.html,"MCA Stadium, Pune Pitch Report & Weather Forecast for AUS vs BAN ICC ODI World Cup 2023 Match 43",87,legacy_pre_explicit_source_only,passed_revised,batting_friendly,2,1,1,standard,,,batting_friendly,2,1,1,,,0,2026-09-13T15:42:03Z,ai_assisted_reaudit_01,"Source says the focal surface will favour batters with new-ball and middle-over spin help, while dew is unlikely; no bounce profile is stated.",Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1384432,https://www.mykhel.com/cricket/m-chinnaswamy-stadium-bengaluru-pitch-report-weather-forecast-for-nz-vs-sl-icc-odi-world-cup-2023-244335.html,"M Chinnaswamy Stadium, Bengaluru Pitch Report & Weather Forecast for NZ vs SL ICC ODI World Cup 2023 Match 41",88,legacy_pre_explicit_source_only,passed_revised,batting_friendly,2,1,1,standard,,,batting_friendly,2,1,1,,,,2026-09-13T15:42:03Z,ai_assisted_reaudit_01,Source explicitly expects a batter-favouring pitch with new-ball and later spin help; the red-soil label was not converted to a bounce code.,Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1384428,https://www.mykhel.com/cricket/eden-gardens-kolkata-pitch-report-weather-forecast-for-ind-vs-sa-icc-odi-world-cup-2023-match-37-243725.html,"Eden Gardens, Kolkata Pitch Report & Weather Forecast For IND vs SA ICC ODI World Cup 2023 Match 37",89,legacy_pre_explicit_source_only,passed_revised,pace_seam,1,2,1,standard,,1,balanced,1,2,1,,,1,2026-09-13T15:42:03Z,ai_assisted_reaudit_01,"Source expects a sporting surface, possible pacer assistance, later generic spin use, and dew; soil composition was not converted to bounce.",Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1384427,https://www.mykhel.com/cricket/narendra-modi-stadium-ahmedabad-pitch-report-weather-forecast-for-eng-vs-aus-icc-world-cup-2023-243163.html,"Narendra Modi Stadium, Ahmedabad Pitch Report & Weather Forecast for ENG vs AUS ICC ODI World Cup 2023 Match 36",90,legacy_pre_explicit_source_only,passed_revised,batting_friendly,2,1,1,standard,,1,batting_friendly,2,1,1,,,1,2026-09-13T15:42:03Z,ai_assisted_reaudit_01,Source expects a batting treat with new-ball and spinner assistance and later dew; no target bounce profile is identified.,Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1384424,https://www.mykhel.com/cricket/wankhede-stadium-mumbai-pitch-report-weather-forecast-for-ind-vs-sl-icc-odi-world-cup-2023-match-242781.html,"Wankhede Stadium, Mumbai Pitch Report & Weather Forecast for IND vs SL ICC ODI World Cup 2023 Match 33",91,legacy_pre_explicit_source_only,passed_revised,batting_friendly,2,1,,standard,,1,batting_friendly,2,1,,,,1,2026-09-13T15:42:03Z,ai_assisted_reaudit_01,"Source calls Wankhede a batting paradise, expects new-ball and under-lights pace assistance, and forecasts dew; no bounce profile is stated.",Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1384423,https://www.mykhel.com/cricket/mca-stadium-pune-pitch-report-weather-forecast-for-nz-vs-sa-icc-odi-world-cup-2023-match-32-242551.html,"MCA Stadium, Pune Pitch Report & Weather Forecast for NZ vs SA ICC ODI World Cup 2023 Match 32",92,legacy_pre_explicit_source_only,passed_revised,batting_friendly,2,1,1,standard,,0,batting_friendly,2,1,1,,,0,2026-09-13T15:42:03Z,ai_assisted_reaudit_01,Source expects a batter-favouring Pune surface with new-ball and middle-over spin help and explicitly says dew is unlikely.,Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1384420,https://www.indiatoday.in/sports/cricket/story/india-vs-england-preview-ind-vs-eng-world-cup-2023-ekana-stadium-lucknow-2455030-2023-10-28,World Cup 2023: India look to cement knockout berth as they take on defending champions England in Lucknow,93,legacy_pre_explicit_source_only,passed_revised,spin,,,2,standard,,,spin,,,2,,,,2026-09-13T15:42:03Z,ai_assisted_reaudit_01,Source says the specific reused pitch could assist spinners; grass and soil mixture were not converted into other effects.,Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1384419,https://www.mykhel.com/cricket/eden-gardens-kolkata-pitch-report-weather-forecast-for-ned-vs-ban-icc-odi-world-cup-2023-match-28-241645.html,"Eden Gardens, Kolkata Pitch Report & Weather Forecast For NED vs BAN ICC ODI World Cup 2023 Match 28",94,legacy_pre_explicit_source_only,passed_revised,balanced,1,1,1,standard,,1,balanced,1,1,1,,,1,2026-09-13T15:42:03Z,ai_assisted_reaudit_01,"Source expects a competitive sporting surface, notes both pace and spin can find help, and forecasts dew; no bounce profile is stated.",Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1384418,https://www.mykhel.com/cricket/hpca-stadium-dharamsala-pitch-report-weather-forecast-for-aus-vs-nz-icc-odi-world-cup-2023-match-241607.html,"HPCA Stadium, Dharamsala Pitch Report & Weather Forecast for AUS vs NZ ICC ODI World Cup 2023 Match 27",95,legacy_pre_explicit_source_only,passed_revised,pace_seam,1,2,1,standard,,0,pace_seam,0,2,,,,0,2026-09-13T15:42:03Z,ai_assisted_reaudit_01,Source expects a low-scoring pattern and early-start pacer assistance while explicitly ruling out material dew; no spin or bounce effect is stated.,Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1384417,https://www.mykhel.com/cricket/ma-chidambaram-stadium-chennai-pitch-report-weather-forecast-for-pak-vs-sa-icc-odi-world-cup-2023-241451.html,"MA Chidambaram Stadium, Chennai Pitch Report & Weather Forecast for PAK vs SA ICC ODI World Cup 2023 Match 26",96,legacy_pre_explicit_source_only,passed_revised,spin,0,1,2,standard,1,,spin,1,1,2,standard,1,1,2026-09-13T15:42:03Z,ai_assisted_reaudit_01,"Source expects an even surface with better bounce and run flow but says it is slow, spin will matter, quicks get new-ball help, and dew may form.",Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1384416,https://www.crictracker.com/cricket-previews/odi-world-cup-2023-match-25-england-vs-sri-lanka-match-preview/,"ODI World Cup 2023, Match 25: England vs Sri Lanka Match Preview",97,legacy_pre_explicit_source_only,passed_revised,batting_friendly,2,1,,standard,,,batting_friendly,2,,,,,,2026-09-13T15:42:03Z,ai_assisted_reaudit_01,Source calls Bengaluru one of India’s best batting venues with many runs available; it does not explicitly state bowling support or a bounce profile.,Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1384415,https://www.crictracker.com/cricket-news/odi-world-cup-2023-australia-vs-netherlands-weather-forecast-and-pitch-report-of-arun-jaitely-stadium-delhi/,"ODI World Cup 2023: Australia vs Netherlands Weather Forecast and Pitch Report of Arun Jaitely Stadium, Delhi",98,legacy_pre_explicit_source_only,passed_revised,batting_friendly,2,,,standard,,,batting_friendly,2,,,,,,2026-09-13T15:42:03Z,ai_assisted_reaudit_01,Source says Delhi has been great for batting and explicitly expects big runs; it states no bounce profile.,Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1384414,https://www.mykhel.com/cricket/wankhede-stadium-mumbai-pitch-report-weather-forecast-for-sa-vs-ban-icc-odi-world-cup-2023-match-240815.html,"Wankhede Stadium, Mumbai Pitch Report & Weather Forecast for SA vs BAN ICC ODI World Cup 2023 Match 23",99,legacy_pre_explicit_source_only,passed_revised,batting_friendly,2,1,,standard,,1,batting_friendly,2,1,,,,1,2026-09-13T15:42:03Z,ai_assisted_reaudit_01,Source calls Wankhede a batter’s paradise while expecting some quick-bowler assistance and possible dew; no bounce profile is stated.,Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
1384412,https://www.mykhel.com/cricket/hpca-stadium-dharamsala-pitch-report-weather-forecast-for-ind-vs-nz-icc-odi-world-cup-2023-match-21-240285.html,"HPCA Stadium, Dharamsala Pitch Report & Weather Forecast for IND vs NZ ICC ODI World Cup 2023 Match 21",100,legacy_pre_explicit_source_only,passed_revised,pace_seam,1,2,0,standard,,1,pace_seam,,2,,,,1,2026-09-13T15:42:03Z,ai_assisted_reaudit_01,"Source explicitly expects substantial pacer help and describes dew as a factor; batting ease, spin support, and bounce are not stated target effects.",Source reopened and coded under explicit_source_only_v1; unsupported legacy fields were blanked.
