cricsheet_match_id,match_date,event_name,competition_type,venue,city,team_1,team_2,source_search_query,review_status,exclusion_reason
1450692,2024-09-20,ICC Men's Cricket World Cup League 2,qualification_pathway,"United Cricket Club Ground, Windhoek",Windhoek,Namibia,United Arab Emirates,"site:espncricinfo.com ""Namibia"" ""United Arab Emirates"" ""2024-09-20"" preview pitch conditions",set_aside,No match-specific pre-match surface report with a verifiable publication timestamp was located.
1450698,2024-09-20,ICC Men's Cricket World Cup League 2,qualification_pathway,"Maple Leaf North-West Ground, King City",King City,Canada,Oman,"site:espncricinfo.com ""Canada"" ""Oman"" ""2024-09-20"" preview pitch conditions",set_aside,No match-specific pre-match surface report with a verifiable publication timestamp was located.
1385701,2024-09-21,Australia tour of England,bilateral_series,"Headingley, Leeds",Leeds,Australia,England,"site:espncricinfo.com ""Australia"" ""England"" ""2024-09-21"" preview pitch conditions",set_aside,The located pitch discussion was on a fantasy-prediction page excluded by the source protocol.
1450693,2024-09-22,ICC Men's Cricket World Cup League 2,qualification_pathway,"United Cricket Club Ground, Windhoek",Windhoek,Namibia,United States of America,"site:espncricinfo.com ""Namibia"" ""United States of America"" ""2024-09-22"" preview pitch conditions",set_aside,No match-specific pre-match surface report with a verifiable publication timestamp was located.
1450699,2024-09-22,ICC Men's Cricket World Cup League 2,qualification_pathway,"Maple Leaf North-West Ground, King City",King City,Nepal,Canada,"site:espncricinfo.com ""Nepal"" ""Canada"" ""2024-09-22"" preview pitch conditions",set_aside,No match-specific pre-match surface report with a verifiable publication timestamp was located.
1450694,2024-09-24,ICC Men's Cricket World Cup League 2,qualification_pathway,"United Cricket Club Ground, Windhoek",Windhoek,United States of America,United Arab Emirates,"site:espncricinfo.com ""United States of America"" ""United Arab Emirates"" ""2024-09-24"" preview pitch conditions",set_aside,No match-specific pre-match surface report with a verifiable publication timestamp was located.
1450695,2024-09-26,ICC Men's Cricket World Cup League 2,qualification_pathway,"Wanderers Cricket Ground, Windhoek",Windhoek,United Arab Emirates,Namibia,"site:espncricinfo.com ""United Arab Emirates"" ""Namibia"" ""2024-09-26"" preview pitch conditions",set_aside,No match-specific pre-match surface report with a verifiable publication timestamp was located.
1450701,2024-09-26,ICC Men's Cricket World Cup League 2,qualification_pathway,"Maple Leaf North-West Ground, King City",King City,Oman,Canada,"site:espncricinfo.com ""Oman"" ""Canada"" ""2024-09-26"" preview pitch conditions",set_aside,No match-specific pre-match surface report with a verifiable publication timestamp was located.
1385703,2024-09-27,Australia tour of England,bilateral_series,"Lord's, London",London,England,Australia,"site:espncricinfo.com ""England"" ""Australia"" ""2024-09-27"" preview pitch conditions",set_aside,"Located pitch material was fantasy, betting, or match-prediction content; no eligible pre-start alternative was verified."
1431090,2024-10-07,Ireland vs South Africa,other_odi,"Zayed Cricket Stadium, Abu Dhabi",Abu Dhabi,Ireland,South Africa,"site:espncricinfo.com ""Ireland"" ""South Africa"" ""2024-10-07"" preview pitch conditions",set_aside,"The located non-ESPN preview inconsistently attributed the Abu Dhabi venue to Dubai, so match-specific pitch linkage was not accepted."
1451818,2024-10-23,West Indies tour of Sri Lanka,bilateral_series,Pallekele International Cricket Stadium,Kandy,West Indies,Sri Lanka,"site:espncricinfo.com ""West Indies"" ""Sri Lanka"" ""2024-10-23"" preview pitch conditions",set_aside,"Located pitch material was fantasy, Dream11, or match-prediction content; no eligible alternative was verified."
1450702,2024-10-25,ICC Men's Cricket World Cup League 2,qualification_pathway,"Grand Prairie Stadium, Dallas",Dallas,United States of America,Scotland,"site:espncricinfo.com ""United States of America"" ""Scotland"" ""2024-10-25"" preview pitch conditions",set_aside,No match-specific pre-match surface report with a verifiable publication timestamp was located.
1450704,2024-10-29,ICC Men's Cricket World Cup League 2,qualification_pathway,"Grand Prairie Stadium, Dallas",Dallas,Scotland,Nepal,"site:espncricinfo.com ""Scotland"" ""Nepal"" ""2024-10-29"" preview pitch conditions",set_aside,No match-specific pre-match surface report with a verifiable publication timestamp was located.
1450705,2024-10-31,ICC Men's Cricket World Cup League 2,qualification_pathway,"Grand Prairie Stadium, Dallas",Dallas,Scotland,United States of America,"site:espncricinfo.com ""Scotland"" ""United States of America"" ""2024-10-31"" preview pitch conditions",set_aside,No match-specific pre-match surface report with a verifiable publication timestamp was located.
1457464,2024-11-01,ICC Men's Cricket World Cup League 2,qualification_pathway,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,United Arab Emirates,Oman,"site:espncricinfo.com ""United Arab Emirates"" ""Oman"" ""2024-11-01"" preview pitch conditions",set_aside,No match-specific pre-match surface report with a verifiable publication timestamp was located.
1433371,2024-11-02,England tour of West Indies,bilateral_series,"Sir Vivian Richards Stadium, North Sound, Antigua",North Sound,West Indies,England,"site:espncricinfo.com ""West Indies"" ""England"" ""2024-11-02"" preview pitch conditions",set_aside,The located non-fantasy page was generated prediction content using T20 venue summaries rather than a match-specific ODI surface assessment.
1450706,2024-11-02,ICC Men's Cricket World Cup League 2,qualification_pathway,"Grand Prairie Stadium, Dallas",Dallas,United States of America,Nepal,"site:espncricinfo.com ""United States of America"" ""Nepal"" ""2024-11-02"" preview pitch conditions",set_aside,No match-specific pre-match surface report with a verifiable publication timestamp was located.
1457465,2024-11-03,ICC Men's Cricket World Cup League 2,qualification_pathway,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,United Arab Emirates,Netherlands,"site:espncricinfo.com ""United Arab Emirates"" ""Netherlands"" ""2024-11-03"" preview pitch conditions",set_aside,No match-specific pre-match surface report with a verifiable publication timestamp was located.
1426549,2024-11-04,Pakistan tour of Australia,bilateral_series,Melbourne Cricket Ground,Melbourne,Pakistan,Australia,"site:espncricinfo.com ""Pakistan"" ""Australia"" ""2024-11-04"" preview pitch conditions",set_aside,Official coverage was a post-match report and other pitch material was fantasy or match-prediction content.
1457466,2024-11-05,ICC Men's Cricket World Cup League 2,qualification_pathway,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Netherlands,Oman,"site:espncricinfo.com ""Netherlands"" ""Oman"" ""2024-11-05"" preview pitch conditions",set_aside,No match-specific pre-match surface report with a verifiable publication timestamp was located.
1457467,2024-11-07,ICC Men's Cricket World Cup League 2,qualification_pathway,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,United Arab Emirates,Oman,"site:espncricinfo.com ""United Arab Emirates"" ""Oman"" ""2024-11-07"" preview pitch conditions",set_aside,No match-specific pre-match surface report with a verifiable publication timestamp was located.
1426550,2024-11-08,Pakistan tour of Australia,bilateral_series,Adelaide Oval,Adelaide,Australia,Pakistan,"site:espncricinfo.com ""Australia"" ""Pakistan"" ""2024-11-08"" preview pitch conditions",set_aside,Eligible-looking coverage was live or subsequently updated as a match report; other pitch material was fantasy or match-prediction content.
1457468,2024-11-09,ICC Men's Cricket World Cup League 2,qualification_pathway,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Netherlands,United Arab Emirates,"site:espncricinfo.com ""Netherlands"" ""United Arab Emirates"" ""2024-11-09"" preview pitch conditions",set_aside,No match-specific pre-match surface report with a verifiable publication timestamp was located.
1457469,2024-11-11,ICC Men's Cricket World Cup League 2,qualification_pathway,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Oman,Netherlands,"site:espncricinfo.com ""Oman"" ""Netherlands"" ""2024-11-11"" preview pitch conditions",set_aside,No match-specific pre-match surface report with a verifiable publication timestamp was located.
1444650,2024-11-26,Pakistan tour of Zimbabwe,bilateral_series,"Queens Sports Club, Bulawayo",Bulawayo,Zimbabwe,Pakistan,"site:espncricinfo.com ""Zimbabwe"" ""Pakistan"" ""2024-11-26"" preview pitch conditions",set_aside,"Located pitch material was fantasy, Dream11, or match-prediction content; official previews lacked a codable surface assessment."
1444651,2024-11-28,Pakistan tour of Zimbabwe,bilateral_series,"Queens Sports Club, Bulawayo",Bulawayo,Pakistan,Zimbabwe,"site:espncricinfo.com ""Pakistan"" ""Zimbabwe"" ""2024-11-28"" preview pitch conditions",set_aside,"Located pitch material was fantasy, Dream11, or match-prediction content; no eligible alternative was verified."
1433380,2024-12-08,Bangladesh tour of West Indies,bilateral_series,"Warner Park, Basseterre, St Kitts",Basseterre,Bangladesh,West Indies,"site:espncricinfo.com ""Bangladesh"" ""West Indies"" ""2024-12-08"" preview pitch conditions",set_aside,No eligible pre-start source was located; available material was fantasy content or published for a later match.
1433382,2024-12-12,Bangladesh tour of West Indies,bilateral_series,"Warner Park, Basseterre, St Kitts",Basseterre,Bangladesh,West Indies,"site:espncricinfo.com ""Bangladesh"" ""West Indies"" ""2024-12-12"" preview pitch conditions",set_aside,"Located pitch material was fantasy, Dream11, or match-prediction content; no eligible alternative was verified."
1432215,2024-12-19,Pakistan tour of South Africa,bilateral_series,"Newlands, Cape Town",Cape Town,Pakistan,South Africa,"site:espncricinfo.com ""Pakistan"" ""South Africa"" ""2024-12-19"" preview pitch conditions",set_aside,Only fantasy or match-prediction pitch material was located; no eligible pre-start source was verified.
1443546,2025-01-05,Sri Lanka tour of New Zealand,bilateral_series,"Basin Reserve, Wellington",Wellington,Sri Lanka,New Zealand,"site:espncricinfo.com ""Sri Lanka"" ""New Zealand"" ""2025-01-05"" preview pitch conditions",set_aside,"Located pitch material was fantasy, Dream11, or match-prediction content; no eligible alternative was verified."
1443548,2025-01-11,Sri Lanka tour of New Zealand,bilateral_series,"Eden Park, Auckland",Auckland,Sri Lanka,New Zealand,"site:espncricinfo.com ""Sri Lanka"" ""New Zealand"" ""2025-01-11"" preview pitch conditions",set_aside,"Located pitch material was fantasy, Dream11, or match-prediction content; no eligible alternative was verified."
1442220,2025-02-08,Pakistan Tri-Nation Series,multi_team_series,"Gaddafi Stadium, Lahore",Lahore,New Zealand,Pakistan,"site:espncricinfo.com ""New Zealand"" ""Pakistan"" ""2025-02-08"" preview pitch conditions",set_aside,"Located pitch reports were fantasy, Dream11, or match-prediction content; official coverage did not provide a codable surface assessment."
1468879,2025-02-08,ICC Men's Cricket World Cup League 2,qualification_pathway,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,United States of America,Namibia,"site:espncricinfo.com ""United States of America"" ""Namibia"" ""2025-02-08"" preview pitch conditions",set_aside,No match-specific pre-match surface report with a verifiable publication timestamp was located.
1468880,2025-02-10,ICC Men's Cricket World Cup League 2,qualification_pathway,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Namibia,Oman,"site:espncricinfo.com ""Namibia"" ""Oman"" ""2025-02-10"" preview pitch conditions",set_aside,No match-specific pre-match surface report with a verifiable publication timestamp was located.
1468881,2025-02-12,ICC Men's Cricket World Cup League 2,qualification_pathway,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,United States of America,Oman,"site:espncricinfo.com ""United States of America"" ""Oman"" ""2025-02-12"" preview pitch conditions",set_aside,The official pre-match article did not discuss the surface; other material lacked eligible provenance.
1467701,2025-02-14,Ireland tour of Zimbabwe,bilateral_series,Harare Sports Club,Harare,Zimbabwe,Ireland,"site:espncricinfo.com ""Zimbabwe"" ""Ireland"" ""2025-02-14"" preview pitch conditions",set_aside,"Located pitch reports were fantasy, Dream11, or match-prediction content; no eligible alternative was verified."
1468882,2025-02-14,ICC Men's Cricket World Cup League 2,qualification_pathway,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,United States of America,Namibia,"site:espncricinfo.com ""United States of America"" ""Namibia"" ""2025-02-14"" preview pitch conditions",set_aside,No match-specific pre-match surface report with a verifiable publication timestamp was located.
1468883,2025-02-16,ICC Men's Cricket World Cup League 2,qualification_pathway,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Namibia,Oman,"site:espncricinfo.com ""Namibia"" ""Oman"" ""2025-02-16"" preview pitch conditions",set_aside,No match-specific pre-match surface report with a verifiable publication timestamp was located.
1467703,2025-02-18,Ireland tour of Zimbabwe,bilateral_series,Harare Sports Club,Harare,Ireland,Zimbabwe,"site:espncricinfo.com ""Ireland"" ""Zimbabwe"" ""2025-02-18"" preview pitch conditions",set_aside,"Located pitch material was fantasy, Dream11, or match-prediction content; no eligible alternative was verified."
1468884,2025-02-18,ICC Men's Cricket World Cup League 2,qualification_pathway,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,United States of America,Oman,"site:espncricinfo.com ""United States of America"" ""Oman"" ""2025-02-18"" preview pitch conditions",set_aside,No match-specific pre-match surface report with a verifiable publication timestamp was located.
1474410,2025-03-07,ICC Men's Cricket World Cup League 2,qualification_pathway,"Wanderers Cricket Ground, Windhoek",Windhoek,Netherlands,Namibia,"site:espncricinfo.com ""Netherlands"" ""Namibia"" ""2025-03-07"" preview pitch conditions",set_aside,No match-specific pre-match surface report with a verifiable publication timestamp was located.
1474413,2025-03-13,ICC Men's Cricket World Cup League 2,qualification_pathway,"Wanderers Cricket Ground, Windhoek",Windhoek,Namibia,Netherlands,"site:espncricinfo.com ""Namibia"" ""Netherlands"" ""2025-03-13"" preview pitch conditions",set_aside,No match-specific pre-match surface report with a verifiable publication timestamp was located.
1443556,2025-04-05,Pakistan tour of New Zealand,bilateral_series,"Bay Oval, Mount Maunganui",Mount Maunganui,New Zealand,Pakistan,"site:espncricinfo.com ""New Zealand"" ""Pakistan"" ""2025-04-05"" preview pitch conditions",set_aside,"Located pitch reports were fantasy, Dream11, or match-prediction content; official coverage did not provide a codable surface assessment."
1421074,2025-05-04,ICC Men's Cricket World Cup League 2,qualification_pathway,"VRA Ground, Amstelveen",Amstelveen,United Arab Emirates,Scotland,"site:espncricinfo.com ""United Arab Emirates"" ""Scotland"" ""2025-05-04"" preview pitch conditions",set_aside,No match-specific pre-match surface report with a verifiable publication timestamp was located.
1481530,2025-05-06,ICC Men's Cricket World Cup League 2,qualification_pathway,"VRA Ground, Amstelveen",Amstelveen,Netherlands,United Arab Emirates,"site:espncricinfo.com ""Netherlands"" ""United Arab Emirates"" ""2025-05-06"" preview pitch conditions",set_aside,No match-specific pre-match surface report with a verifiable publication timestamp was located.
1481531,2025-05-08,ICC Men's Cricket World Cup League 2,qualification_pathway,"VRA Ground, Amstelveen",Amstelveen,United Arab Emirates,Scotland,"site:espncricinfo.com ""United Arab Emirates"" ""Scotland"" ""2025-05-08"" preview pitch conditions",set_aside,No match-specific pre-match surface report with a verifiable publication timestamp was located.
1481532,2025-05-10,ICC Men's Cricket World Cup League 2,qualification_pathway,"VRA Ground, Amstelveen",Amstelveen,Netherlands,Scotland,"site:espncricinfo.com ""Netherlands"" ""Scotland"" ""2025-05-10"" preview pitch conditions",set_aside,No match-specific pre-match surface report with a verifiable publication timestamp was located.
1481533,2025-05-12,ICC Men's Cricket World Cup League 2,qualification_pathway,"Sportpark Maarschalkerweerd, Utrecht",Utrecht,United Arab Emirates,Netherlands,"site:espncricinfo.com ""United Arab Emirates"" ""Netherlands"" ""2025-05-12"" preview pitch conditions",set_aside,No match-specific pre-match surface report with a verifiable publication timestamp was located.
1481534,2025-05-14,ICC Men's Cricket World Cup League 2,qualification_pathway,"Sportpark Maarschalkerweerd, Utrecht",Utrecht,United Arab Emirates,Scotland,"site:espncricinfo.com ""United Arab Emirates"" ""Scotland"" ""2025-05-14"" preview pitch conditions",set_aside,No match-specific pre-match surface report with a verifiable publication timestamp was located.
1481535,2025-05-16,ICC Men's Cricket World Cup League 2,qualification_pathway,"Sportpark Maarschalkerweerd, Utrecht",Utrecht,Scotland,Netherlands,"site:espncricinfo.com ""Scotland"" ""Netherlands"" ""2025-05-16"" preview pitch conditions",set_aside,No match-specific pre-match surface report with a verifiable publication timestamp was located.
1482564,2025-05-17,ICC Men's Cricket World Cup League 2,qualification_pathway,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",Lauderhill,United States of America,Canada,"site:espncricinfo.com ""United States of America"" ""Canada"" ""2025-05-17"" preview pitch conditions",set_aside,No match-specific pre-match surface report with a verifiable publication timestamp was located.
1482565,2025-05-19,ICC Men's Cricket World Cup League 2,qualification_pathway,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",Lauderhill,Oman,Canada,"site:espncricinfo.com ""Oman"" ""Canada"" ""2025-05-19"" preview pitch conditions",set_aside,No match-specific pre-match surface report with a verifiable publication timestamp was located.
1472511,2025-05-21,West Indies tour of Ireland,bilateral_series,"Castle Avenue, Dublin",Dublin,Ireland,West Indies,"site:espncricinfo.com ""Ireland"" ""West Indies"" ""2025-05-21"" preview pitch conditions",set_aside,"Only fantasy, Dream11, live, or post-match pitch material was located; no eligible pre-start surface report was verified."
1482568,2025-05-25,ICC Men's Cricket World Cup League 2,qualification_pathway,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",Lauderhill,United States of America,Canada,"site:espncricinfo.com ""United States of America"" ""Canada"" ""2025-05-25"" preview pitch conditions",set_aside,No match-specific pre-match surface report with a verifiable publication timestamp was located.
1482569,2025-05-27,ICC Men's Cricket World Cup League 2,qualification_pathway,"Central Broward Regional Park Stadium Turf Ground, Lauderhill",Lauderhill,United States of America,Oman,"site:espncricinfo.com ""United States of America"" ""Oman"" ""2025-05-27"" preview pitch conditions",set_aside,No match-specific pre-match surface report with a verifiable publication timestamp was located.
1448344,2025-06-01,West Indies tour of England,bilateral_series,"Sophia Gardens, Cardiff",Cardiff,West Indies,England,"site:espncricinfo.com ""West Indies"" ""England"" ""2025-06-01"" preview pitch conditions",set_aside,"No eligible match-specific pre-start surface report was located; available alternatives were fantasy content, unrelated venue articles, or fixture pages."
1486772,2025-06-02,ICC Men's Cricket World Cup League 2,qualification_pathway,"Forthill, Dundee",Dundee,Scotland,Nepal,"site:espncricinfo.com ""Scotland"" ""Nepal"" ""2025-06-02"" preview pitch conditions",set_aside,No match-specific pre-match surface report with a verifiable publication timestamp was located.
1486773,2025-06-04,ICC Men's Cricket World Cup League 2,qualification_pathway,"Forthill, Dundee",Dundee,Netherlands,Nepal,"site:espncricinfo.com ""Netherlands"" ""Nepal"" ""2025-06-04"" preview pitch conditions",set_aside,No match-specific pre-match surface report with a verifiable publication timestamp was located.
1486774,2025-06-06,ICC Men's Cricket World Cup League 2,qualification_pathway,"Forthill, Dundee",Dundee,Scotland,Netherlands,"site:espncricinfo.com ""Scotland"" ""Netherlands"" ""2025-06-06"" preview pitch conditions",set_aside,No match-specific pre-match surface report with a verifiable publication timestamp was located.
1486775,2025-06-08,ICC Men's Cricket World Cup League 2,qualification_pathway,"Forthill, Dundee",Dundee,Scotland,Nepal,"site:espncricinfo.com ""Scotland"" ""Nepal"" ""2025-06-08"" preview pitch conditions",set_aside,No match-specific pre-match surface report with a verifiable publication timestamp was located.
1486776,2025-06-10,ICC Men's Cricket World Cup League 2,qualification_pathway,"Forthill, Dundee",Dundee,Nepal,Netherlands,"site:espncricinfo.com ""Nepal"" ""Netherlands"" ""2025-06-10"" preview pitch conditions",set_aside,No match-specific pre-match surface report with a verifiable publication timestamp was located.
1486777,2025-06-12,ICC Men's Cricket World Cup League 2,qualification_pathway,"Forthill, Dundee",Dundee,Scotland,Netherlands,"site:espncricinfo.com ""Scotland"" ""Netherlands"" ""2025-06-12"" preview pitch conditions",set_aside,No match-specific pre-match surface report with a verifiable publication timestamp was located.
1485505,2025-07-02,Bangladesh tour of Sri Lanka,bilateral_series,"R Premadasa Stadium, Colombo",Colombo,Sri Lanka,Bangladesh,"site:espncricinfo.com ""Sri Lanka"" ""Bangladesh"" ""2025-07-02"" preview pitch conditions",set_aside,Available non-ESPN material was live or post-match; pitch reports were embedded in fantasy or match-prediction pages.
1485506,2025-07-05,Bangladesh tour of Sri Lanka,bilateral_series,"R Premadasa Stadium, Colombo",Colombo,Bangladesh,Sri Lanka,"site:espncricinfo.com ""Bangladesh"" ""Sri Lanka"" ""2025-07-05"" preview pitch conditions",set_aside,Only ESPN-restricted or fantasy/match-prediction pitch material was located.
1485507,2025-07-08,Bangladesh tour of Sri Lanka,bilateral_series,Pallekele International Cricket Stadium,Kandy,Sri Lanka,Bangladesh,"site:espncricinfo.com ""Sri Lanka"" ""Bangladesh"" ""2025-07-08"" preview pitch conditions",set_aside,The non-ESPN pre-match article did not assess the expected surface; located pitch reports were fantasy or match-prediction content.
1472528,2025-08-08,Pakistan tour of West Indies,bilateral_series,"Brian Lara Stadium, Tarouba, Trinidad",Tarouba,West Indies,Pakistan,"site:espncricinfo.com ""West Indies"" ""Pakistan"" ""2025-08-08"" preview pitch conditions",set_aside,The located non-prediction article supplied venue statistics but no codable expected surface assessment; other material was fantasy or prediction content.
1472530,2025-08-12,Pakistan tour of West Indies,bilateral_series,"Brian Lara Stadium, Tarouba, Trinidad",Tarouba,West Indies,Pakistan,"site:espncricinfo.com ""West Indies"" ""Pakistan"" ""2025-08-12"" preview pitch conditions",set_aside,Located pitch material was fantasy or match-prediction content; no eligible pre-match report was verified.
1478901,2025-08-19,South Africa tour of Australia,bilateral_series,"Cazaly's Stadium, Cairns",Cairns,South Africa,Australia,"site:espncricinfo.com ""South Africa"" ""Australia"" ""2025-08-19"" preview pitch conditions",set_aside,"The located pitch report exposed only a date-level original publication marker and a post-match update, so precise pre-start timing could not be verified."
1498181,2025-08-27,ICC Men's Cricket World Cup League 2,qualification_pathway,"Maple Leaf North-West Ground, King City",King City,Canada,Namibia,"site:espncricinfo.com ""Canada"" ""Namibia"" ""2025-08-27"" preview pitch conditions",set_aside,No match-specific pre-match surface report with a verifiable publication timestamp was located.
1498183,2025-08-31,ICC Men's Cricket World Cup League 2,qualification_pathway,"Maple Leaf North-West Ground, King City",King City,Canada,Scotland,"site:espncricinfo.com ""Canada"" ""Scotland"" ""2025-08-31"" preview pitch conditions",set_aside,No match-specific pre-match surface report with a verifiable publication timestamp was located.
1498184,2025-09-02,ICC Men's Cricket World Cup League 2,qualification_pathway,"Maple Leaf North-West Ground, King City",King City,Namibia,Canada,"site:espncricinfo.com ""Namibia"" ""Canada"" ""2025-09-02"" preview pitch conditions",set_aside,No match-specific pre-match surface report with a verifiable publication timestamp was located.
1448355,2025-09-04,South Africa tour of England,bilateral_series,"Lord's, London",London,South Africa,England,"site:espncricinfo.com ""South Africa"" ""England"" ""2025-09-04"" preview pitch conditions",set_aside,"No eligible match-specific pre-start surface analysis was located; available coverage was live, post-match, or betting content."
1498185,2025-09-04,ICC Men's Cricket World Cup League 2,qualification_pathway,"Maple Leaf North-West Ground, King City",King City,Scotland,Namibia,"site:espncricinfo.com ""Scotland"" ""Namibia"" ""2025-09-04"" preview pitch conditions",set_aside,No match-specific pre-match surface report with a verifiable publication timestamp was located.
1448356,2025-09-07,South Africa tour of England,bilateral_series,"The Rose Bowl, Southampton",Southampton,England,South Africa,"site:espncricinfo.com ""England"" ""South Africa"" ""2025-09-07"" preview pitch conditions",set_aside,"Located pitch material was embedded in betting, fantasy, or match-prediction pages and was therefore ineligible."
1505122,2025-10-18,West Indies tour of Bangladesh,bilateral_series,"Shere Bangla National Stadium, Mirpur",Dhaka,Bangladesh,West Indies,"site:espncricinfo.com ""Bangladesh"" ""West Indies"" ""2025-10-18"" preview pitch conditions",set_aside,No eligible match-specific pre-start pitch analysis was located; available pitch discussion followed the match.
1505124,2025-10-23,West Indies tour of Bangladesh,bilateral_series,"Shere Bangla National Stadium, Mirpur",Dhaka,Bangladesh,West Indies,"site:espncricinfo.com ""Bangladesh"" ""West Indies"" ""2025-10-23"" preview pitch conditions",set_aside,The match-specific pre-match report was ESPN-restricted; located non-ESPN material was prediction content or was published after play began.
1507884,2025-10-26,ICC Men's Cricket World Cup League 2,qualification_pathway,Dubai International Cricket Stadium,Dubai,United States of America,Nepal,"site:espncricinfo.com ""United States of America"" ""Nepal"" ""2025-10-26"" preview pitch conditions",set_aside,No match-specific pre-match surface report with a verifiable publication timestamp was located.
1507885,2025-10-28,ICC Men's Cricket World Cup League 2,qualification_pathway,Dubai International Cricket Stadium,Dubai,United Arab Emirates,United States of America,"site:espncricinfo.com ""United Arab Emirates"" ""United States of America"" ""2025-10-28"" preview pitch conditions",set_aside,No match-specific pre-match surface report with a verifiable publication timestamp was located.
1491721,2025-10-29,England tour of New Zealand,bilateral_series,"Seddon Park, Hamilton",Hamilton,England,New Zealand,"site:espncricinfo.com ""England"" ""New Zealand"" ""2025-10-29"" preview pitch conditions",set_aside,"Only ESPN-restricted, fantasy, betting, or match-prediction material was located; no eligible source was verified."
1507886,2025-10-30,ICC Men's Cricket World Cup League 2,qualification_pathway,"ICC Academy, Dubai",Dubai,Nepal,United Arab Emirates,"site:espncricinfo.com ""Nepal"" ""United Arab Emirates"" ""2025-10-30"" preview pitch conditions",set_aside,No match-specific pre-match surface report with a verifiable publication timestamp was located.
1491722,2025-11-01,England tour of New Zealand,bilateral_series,"Sky Stadium, Wellington",Wellington,England,New Zealand,"site:espncricinfo.com ""England"" ""New Zealand"" ""2025-11-01"" preview pitch conditions",set_aside,"Only ESPN-restricted, fantasy, betting, live, or match-prediction material was located; no eligible source was verified."
1507887,2025-11-01,ICC Men's Cricket World Cup League 2,qualification_pathway,"ICC Academy, Dubai",Dubai,Nepal,United States of America,"site:espncricinfo.com ""Nepal"" ""United States of America"" ""2025-11-01"" preview pitch conditions",set_aside,No match-specific pre-match surface report with a verifiable publication timestamp was located.
1507888,2025-11-03,ICC Men's Cricket World Cup League 2,qualification_pathway,Dubai International Cricket Stadium,Dubai,United States of America,United Arab Emirates,"site:espncricinfo.com ""United States of America"" ""United Arab Emirates"" ""2025-11-03"" preview pitch conditions",set_aside,No match-specific pre-match surface report with a verifiable publication timestamp was located.
1501898,2025-11-04,South Africa tour of Pakistan,bilateral_series,"Iqbal Stadium, Faisalabad",Faisalabad,South Africa,Pakistan,"site:espncricinfo.com ""South Africa"" ""Pakistan"" ""2025-11-04"" preview pitch conditions",set_aside,"The official preview did not assess the surface, and the located pitch-labelled article provided venue win counts rather than a codable expected condition."
1507889,2025-11-05,ICC Men's Cricket World Cup League 2,qualification_pathway,"ICC Academy, Dubai",Dubai,Nepal,United Arab Emirates,"site:espncricinfo.com ""Nepal"" ""United Arab Emirates"" ""2025-11-05"" preview pitch conditions",set_aside,No match-specific pre-match surface report with a verifiable publication timestamp was located.
1501900,2025-11-08,South Africa tour of Pakistan,bilateral_series,"Iqbal Stadium, Faisalabad",Faisalabad,South Africa,Pakistan,"site:espncricinfo.com ""South Africa"" ""Pakistan"" ""2025-11-08"" preview pitch conditions",set_aside,The located non-prediction preview only conditionally mentioned spin if the surface slowed and did not provide a codable expected surface assessment; prediction pages were ineligible.
1502168,2025-11-14,Sri Lanka tour of Pakistan,bilateral_series,Rawalpindi Cricket Stadium,Rawalpindi,Sri Lanka,Pakistan,"site:espncricinfo.com ""Sri Lanka"" ""Pakistan"" ""2025-11-14"" preview pitch conditions",set_aside,No eligible non-ESPN match-specific pre-match surface report with a verifiable publication timestamp was located.
1491728,2025-11-16,West Indies tour of New Zealand,bilateral_series,"Hagley Oval, Christchurch",Christchurch,New Zealand,West Indies,"site:espncricinfo.com ""New Zealand"" ""West Indies"" ""2025-11-16"" preview pitch conditions",set_aside,No eligible non-ESPN pre-match article with a match-specific surface description was located.
1491730,2025-11-22,West Indies tour of New Zealand,bilateral_series,"Seddon Park, Hamilton",Hamilton,West Indies,New Zealand,"site:espncricinfo.com ""West Indies"" ""New Zealand"" ""2025-11-22"" preview pitch conditions",set_aside,"No eligible non-ESPN pre-match article with a match-specific surface description was located; available material was live, fantasy, or prediction content."
1507718,2026-01-27,England tour of Sri Lanka,bilateral_series,"R Premadasa Stadium, Colombo",Colombo,England,Sri Lanka,"site:espncricinfo.com ""England"" ""Sri Lanka"" ""2026-01-27"" preview pitch conditions",set_aside,The official surface article was published after the scheduled start; other located material was fantasy or match-prediction content.
